start_sec,end_sec,dt_sec,angle_command,speed_command,lidar_dx_m,lidar_dy_m,lidar_yaw_rad,lidar_arc_m,gyro_integral_raw_rad,icp_rmse_m,icp_inliers,icp_inlier_ratio,icp_seed_gain_span,accepted,rejection_reason
1784878241.0809922,1784878241.5972302,0.5162379741668701,-5.0,3.0,0.15009663381124028,0.004596812420530977,0.0014666791434486588,0.15016702104085286,0.011067381744658777,0.019890534792343956,63,0.7777777777777778,0.0335885079933054,False,initialization_sensitive
1784878241.5972302,1784878242.114857,0.5176267623901367,-5.0,3.0,0.1283479368002549,0.008351539100517178,-0.010873408912585494,0.12861999874797206,0.012396337687971897,0.017403241354219535,60,0.7692307692307693,0.03333929405893124,False,initialization_sensitive
1784878242.114857,1784878242.6331892,0.5183322429656982,-5.0,3.0,0.13339594620024547,-0.0010237650497352492,-0.0016025086036770286,0.1333998889273495,0.012184358807195586,0.019253257775692905,60,0.7894736842105263,0.044005920194304236,False,initialization_sensitive
1784878242.6331892,1784878243.1519492,0.5187599658966064,-5.0,3.0,0.15040437680536334,-0.004525224863173598,0.003934531938216704,0.15047253381078363,0.013053851155649264,0.017968802847461215,55,0.7971014492753623,0.040227543045665615,False,initialization_sensitive
1784878243.1519492,1784878243.672589,0.5206398963928223,0.0,3.0,0.14187102773938626,-0.009497189375901468,-0.01005162434937225,0.14218915339304286,0.02537890195846557,0.021728522495379498,50,0.6944444444444444,0.04748790367040626,False,few_inliers
1784878243.672589,1784878244.1928651,0.5202760696411133,0.0,3.0,0.15317923798313815,-0.003156925155652736,-0.017667088706017128,0.15321375819930916,0.030241630077362056,0.016770643511822444,52,0.7323943661971831,0.033138823610126183,False,few_inliers
1784878244.1928651,1784878244.7121902,0.5193250179290771,0.0,3.0,0.1455269661891339,-0.006958360177700604,-0.019601518179041797,0.14569556038006323,0.03046842336654663,0.0201941409075309,56,0.7567567567567568,0.0392420821942802,False,initialization_sensitive
1784878244.7121902,1784878245.2328043,0.5206141471862793,0.0,3.0,0.15735671780374744,-0.005871330853121601,-0.01784022423332554,0.15746830418660432,0.02899675488471985,0.02046723669519162,58,0.7837837837837838,0.052295564092827436,False,initialization_sensitive
1784878245.2328043,1784878245.752053,0.5192487239837646,0.0,3.0,0.15741560672472005,-9.471581247242657e-05,-0.021917487571868198,0.1574187860443649,0.030539790391921992,0.02094762463070103,54,0.75,0.04262255565766314,False,few_inliers
1784878245.752053,1784878246.27023,0.5181770324707031,0.0,3.0,0.15715086285532887,-0.0066547324737905224,-0.016058806705394155,0.1572933910099026,0.028635026216506956,0.016722598884754906,57,0.7307692307692307,0.03882221219638776,False,initialization_sensitive
1784878246.27023,1784878246.788498,0.5182678699493408,0.0,3.0,0.1664058344623791,-0.010056778907891608,-0.016309357175741012,0.16671129715451058,0.03175136220560217,0.01885421201418358,56,0.7567567567567568,0.03945907067303284,False,initialization_sensitive
1784878246.788498,1784878247.3062282,0.5177302360534668,-5.0,3.0,0.07096466151778252,-0.004639170905482153,-0.0022765899454659172,0.07111615340685101,0.01664238383338153,0.01980384771628897,60,0.7407407407407407,0.06174758598840018,False,initialization_sensitive
1784878247.3062282,1784878247.8233912,0.5171630382537842,-5.0,3.0,0.14896786552426,-0.00712365809248429,0.003095851272177344,0.14913815483674545,0.015255436278767607,0.016641467640065064,63,0.7777777777777778,0.022682984549163815,False,initialization_sensitive
1784878247.8233912,1784878248.3396912,0.5162999629974365,-5.0,3.0,0.1497831734003433,-0.0053678799649766575,0.017119594474604215,0.14988115898736776,0.0003836894054237406,0.016846405028041647,64,0.7804878048780488,0.019364503069673758,False,initialization_sensitive
1784878248.3396912,1784878248.85823,0.5185389518737793,-10.0,3.0,0.15700921323958122,-0.00622052937100368,0.020091947313042556,0.15713503316884309,-0.0051900091223705085,0.023619039304125813,72,0.782608695652174,0.0413156863932186,False,initialization_sensitive
1784878248.85823,1784878249.3766131,0.5183830261230469,-10.0,3.0,0.14977752133918065,-0.0029170105132810846,0.024269626050120608,0.14980960058669937,-0.008464501088392857,0.015942829039982037,61,0.782051282051282,0.03203469921738257,False,initialization_sensitive
1784878249.3766131,1784878249.8940642,0.5174510478973389,-10.0,3.0,0.1600577962054277,0.004065171326669037,0.014197911996638333,0.16011075658922422,-0.008871384923296666,0.017703445342516763,59,0.7662337662337663,0.007810100233923312,True,
1784878249.8940642,1784878250.411741,0.517676830291748,-10.0,3.0,0.1397976890205223,-0.017712503562693816,0.039010524975117374,0.14092425298372901,-0.008322937932870667,0.017758159873320484,57,0.7125,0.028030768042190138,False,initialization_sensitive
1784878250.411741,1784878250.928579,0.5168380737304688,-5.0,3.0,0.1510930549153091,-0.001583832451354417,0.0037661623205023326,0.15110144524731595,0.011342640859594272,0.01697184591915815,60,0.7792207792207793,0.000512158205756702,True,
1784878250.928579,1784878251.4444642,0.5158851146697998,-5.0,3.0,0.14812973604641438,-0.006933674086062526,0.0010622604179019212,0.14829193034466376,0.010311648845672606,0.01631990304367437,62,0.7948717948717948,0.018032004598244805,False,initialization_sensitive
1784878251.4444642,1784878251.961969,0.5175046920776367,-5.0,3.0,0.15185385758710657,-0.009859108444598415,0.007288635528331371,0.15217390906202444,0.010328393451031762,0.01678492611363655,60,0.7894736842105263,0.03951293059948841,False,initialization_sensitive
1784878251.961969,1784878252.481538,0.5195691585540771,-5.0,3.0,0.15430783826084038,0.011476883667190435,-0.011939125242193923,0.15473497411185036,0.011218035944643899,0.01626161511405607,60,0.7692307692307693,0.014279236669607343,False,initialization_sensitive
1784878252.481538,1784878252.999835,0.5182969570159912,-5.0,3.0,0.1618542627592191,-0.004729774975818864,-0.006064052259807409,0.16192360387133425,0.018330775499343872,0.017839494797214486,61,0.7922077922077922,0.025605366988446565,False,initialization_sensitive
1784878252.999835,1784878253.516585,0.5167500972747803,0.0,3.0,0.1511925187793169,-0.01530591477235019,-0.004894630713151444,0.15196543971193727,0.025558057346370604,0.016203799861629342,63,0.75,0.021004696148542418,False,initialization_sensitive
1784878253.516585,1784878254.0328171,0.5162320137023926,-5.0,3.0,0.15441928267241867,-0.0011816234622646542,6.67414427635014e-05,0.15442380355347698,0.013004204711887448,0.02187077083735371,68,0.7816091954022989,4.909627131682859e-05,True,
1784878254.0328171,1784878254.547369,0.5145518779754639,-5.0,3.0,0.17786191709348748,0.013444117541576758,-0.01864563721664373,0.17837188011351074,0.014300537695016623,0.0294987503758894,69,0.7582417582417582,0.010665432669003494,True,
1784878254.547369,1784878255.0648882,0.5175192356109619,-5.0,3.0,0.1707137875997078,0.013363706826141603,-0.011365086291519002,0.17123697483791406,0.013828169713888408,0.025122634224334403,76,0.8085106382978723,0.02120328889063941,False,initialization_sensitive
1784878255.0648882,1784878255.582474,0.5175857543945312,-5.0,3.0,0.14170131306192235,-0.010299020415175449,-0.002983289300913872,0.142075145313334,0.01524561433879315,0.014992331468070438,69,0.7582417582417582,0.005833909300061918,True,
1784878255.582474,1784878256.099627,0.5171530246734619,-5.0,3.0,0.14866299614217132,-0.002690306536561717,-0.012334588153678489,0.14868827952732647,0.013827039908490785,0.015430525866558428,64,0.7441860465116279,0.005760516561660961,True,
1784878256.099627,1784878256.6164482,0.5168211460113525,-5.0,3.0,0.14952136288897278,-0.002981956153299163,0.0024309382389111896,0.14955113184692978,0.014923983812332153,0.012601489200877388,58,0.7631578947368421,0.00037131100547184437,True,
1784878256.6164482,1784878257.1345313,0.5180830955505371,-5.0,3.0,0.15492240048081313,0.0008686676657240263,-0.003945661263997878,0.15492493631747103,0.0129933896396395,0.015574546402818632,55,0.7534246575342466,2.9451412949951794e-05,True,
1784878257.1345313,1784878257.653644,0.5191128253936768,-5.0,3.0,0.15649135143144327,-0.0011512177207194337,-0.004693655547495139,0.15649572945324514,0.014442692723489163,0.01335350087156105,55,0.7534246575342466,3.7470027081099033e-16,True,
1784878257.653644,1784878258.172881,0.5192368030548096,-5.0,3.0,0.15526906481674585,-0.0056909118974917666,-0.0036734419678994402,0.15537340864533786,0.014438287019729617,0.016351315487730354,55,0.7236842105263158,0.003489884023984924,True,
1784878258.172881,1784878258.691067,0.518186092376709,-5.0,3.0,0.14865761283895512,-0.008119834081873674,0.006539094147693756,0.14887946984574812,0.013649837479204665,0.023773865629261808,61,0.7721518987341772,0.0004186373521854747,True,
1784878258.691067,1784878259.2089312,0.5178642272949219,-5.0,3.0,0.15199852539428627,-0.001710574163962981,0.00026684830878159944,0.15200815084436026,0.013117687001615039,0.013783436020035978,60,0.7792207792207793,0.006353355047264961,True,
1784878259.2089312,1784878259.7266912,0.5177600383758545,-5.0,3.0,0.1551361979334246,-0.0011431652607381123,-0.007427711420209523,0.15514076638105126,0.015903916744751775,0.012362148292934982,53,0.7681159420289855,0.024058501508506983,False,few_inliers
