index,time_sec,white_line_count,white_pair,yellow,white_components,yellow_components,white_spacing_m,yellow_center_offset_m,failure_score
557,36.121345,0,0,1,0,1,,,6.000
558,36.154503,0,0,1,0,1,,,6.000
559,36.198554,0,0,1,0,1,,,6.000
560,36.244687,0,0,1,0,1,,,6.000
561,36.290581,0,0,1,0,1,,,6.000
562,36.427664,1,0,1,1,1,,,4.000
563,36.517887,1,0,1,1,1,,,4.000
564,36.610267,1,0,1,1,1,,,4.000
565,36.654884,1,0,1,1,1,,,4.000
566,36.694593,1,0,1,2,1,,,4.000
567,36.747219,1,0,1,1,1,,,4.000
568,36.861540,1,0,1,1,1,,,4.000
569,36.924968,2,1,1,2,1,0.549609375,0.29667968749999996,3.000
570,36.957643,2,1,1,2,1,0.546875,0.2953125,3.000
571,37.008028,2,1,1,4,1,0.546875,0.2953125,3.500
572,37.121238,2,1,1,3,1,0.5386718749999999,0.29257812499999997,3.000
573,37.184509,2,1,1,4,1,0.5359375,0.2912109375,3.500
574,37.217289,2,1,1,3,1,0.5291015625,0.2884765625,3.000
575,37.265838,2,1,1,2,1,0.527734375,0.28574218749999997,3.000
576,37.365401,2,1,1,4,1,0.51953125,0.281640625,3.000
577,37.460697,2,1,1,3,1,0.5359375,0.28984374999999996,3.500
578,37.509870,2,1,1,3,1,0.5291015625,0.28505859375,3.500
579,37.592020,2,1,1,4,1,0.5578124999999999,0.25703125,3.500
580,37.630947,2,1,1,2,1,0.50859375,0.2775390625,3.000
581,37.677798,2,1,1,4,1,0.555078125,0.2529296875,4.000
582,37.728359,2,1,1,3,1,0.5017578125,0.2748046875,3.500
583,37.788146,2,1,1,5,1,0.54140625,0.24746093749999998,4.000
584,37.835889,2,1,1,3,1,0.5386718749999999,0.24609374999999997,3.500
585,37.926762,1,0,1,2,1,,,4.000
586,37.973672,1,0,1,1,1,,,4.000
587,38.026178,1,0,1,1,1,,,4.000
588,38.076273,1,0,1,1,1,,,4.000
589,38.183217,1,0,0,1,0,,,7.000
590,38.232150,1,0,0,1,0,,,7.000
591,38.277514,1,0,0,1,0,,,7.000
592,38.325127,1,0,0,1,0,,,7.000
593,38.424897,1,0,0,1,0,,,7.000
594,38.482223,1,0,0,1,0,,,7.000
595,38.627328,1,0,0,1,0,,,7.000
596,38.661304,1,0,0,1,0,,,7.000
597,38.750306,1,0,0,1,0,,,7.000
598,38.836860,1,0,0,1,0,,,7.000
599,38.888604,1,0,0,1,0,,,7.000
600,38.979584,1,0,0,1,0,,,7.000
601,39.038098,1,0,0,1,0,,,7.000
602,39.074834,1,0,0,1,0,,,7.000
603,39.119412,1,0,0,1,0,,,7.000
604,39.174014,1,0,0,1,0,,,7.000
605,39.210704,1,0,0,1,0,,,7.000
606,39.257481,1,0,0,1,0,,,7.000
607,39.348584,1,0,0,1,0,,,7.000
608,39.394526,1,0,0,1,0,,,7.000
609,39.435680,1,0,0,1,0,,,7.000
610,39.482779,1,0,0,1,0,,,7.000
611,39.559554,1,0,0,1,0,,,7.000
612,39.607723,1,0,0,1,0,,,7.000
613,39.671820,1,0,0,1,0,,,7.000
614,39.714602,1,0,0,1,0,,,7.000
615,39.795569,1,0,0,1,0,,,7.000
616,39.887620,1,0,0,1,0,,,7.000
617,39.929998,1,0,0,1,0,,,7.000
618,40.015460,1,0,0,1,0,,,7.000
619,40.068775,1,0,0,1,0,,,7.000
620,40.102680,1,0,0,1,0,,,7.000
621,40.144844,1,0,0,1,0,,,7.000
622,40.233570,1,0,0,1,0,,,7.000
623,40.285699,1,0,0,1,0,,,7.000
624,40.409019,1,0,0,1,0,,,7.000
625,40.439402,1,0,0,1,0,,,7.000
626,40.511912,1,0,0,1,0,,,7.000
627,40.557235,1,0,0,1,0,,,7.000
628,40.638239,1,0,0,1,0,,,7.000
629,40.719193,1,0,0,1,0,,,7.000
630,40.768311,1,0,0,1,0,,,7.000
631,40.817808,1,0,0,1,0,,,7.000
632,40.865343,1,0,0,1,0,,,7.000
633,40.913914,1,0,0,1,0,,,7.000
634,40.956077,1,0,0,1,0,,,7.000
635,40.995776,1,0,0,1,0,,,7.000
636,41.036188,1,0,0,1,0,,,7.000
637,41.079289,1,0,0,1,0,,,7.000
638,41.112883,1,0,0,3,0,,,7.000
639,41.151712,1,0,0,1,0,,,7.000
640,41.237138,1,0,0,1,0,,,7.000
641,41.301279,1,0,0,2,0,,,7.000
642,41.397748,1,0,0,1,0,,,7.000
643,41.413603,1,0,0,1,0,,,7.000
644,41.501750,1,0,0,1,0,,,7.000
645,41.634847,1,0,0,6,0,,,9.000
646,41.678804,1,0,1,1,1,,,4.000
647,41.758436,1,0,1,1,1,,,4.000
648,41.796292,1,0,1,1,1,,,4.000
649,41.848935,1,0,1,1,1,,,4.000
650,41.936006,1,0,1,1,1,,,4.000
651,42.033378,1,0,1,1,1,,,4.000
652,42.077205,1,0,1,2,1,,,4.000
653,42.163229,1,0,1,1,1,,,4.000
654,42.198179,1,0,0,1,0,,,7.000
655,42.281418,1,0,0,1,0,,,7.000
656,42.369810,1,0,0,1,0,,,7.000
657,42.401474,1,0,0,1,0,,,7.000
658,42.440427,1,0,0,1,0,,,7.000
659,42.488274,1,0,0,1,0,,,7.000
660,42.582090,1,0,0,1,0,,,7.000
661,42.627105,1,0,0,1,0,,,7.000
662,42.716551,1,0,1,1,1,,,4.000
663,42.766778,1,0,1,2,1,,,4.000
664,42.843689,1,0,1,2,1,,,4.000
665,42.966737,1,0,1,5,1,,,4.500
666,43.037570,1,0,1,6,1,,,5.500
667,43.080808,1,0,1,6,1,,,5.500
668,43.126712,1,0,1,7,1,,,6.000
669,43.208540,2,1,1,7,1,0.45664062499999997,0.24882812499999998,4.000
670,43.294332,2,1,1,8,1,0.47031249999999997,0.254296875,4.500
671,43.334138,2,1,1,9,1,0.500390625,0.27207031249999997,5.000
672,43.384222,2,1,1,9,1,0.48124999999999996,0.26249999999999996,3.500
673,43.416174,2,1,1,6,1,0.48398437499999997,0.26318359375,4.000
674,43.471580,2,1,1,3,1,0.489453125,0.26455078125,3.500
675,43.505779,2,1,1,5,1,0.47031249999999997,0.2556640625,3.500
676,43.562673,1,0,1,6,1,,,4.000
677,43.692441,2,1,1,3,1,0.47851562499999994,0.2611328125,3.500
678,43.751671,1,0,1,2,1,,,4.000
679,43.806898,2,1,1,3,1,0.5031249999999999,0.2734375,3.500
680,43.848041,1,0,1,2,1,,,4.000
681,43.904144,1,0,1,2,1,,,4.000
682,43.983885,1,0,1,2,1,,,4.000
683,44.084878,0,0,1,0,1,,,6.000
684,44.234168,0,0,1,0,1,,,6.000
685,44.280510,0,0,1,1,1,,,6.000
686,44.324244,0,0,1,1,2,,,6.000
687,44.405285,1,0,1,2,1,,,4.000
688,44.456511,1,0,1,2,1,,,4.000
689,44.532816,2,1,1,2,2,0.658984375,-0.2939453125,2.063
690,44.592110,2,1,1,3,2,0.7164062499999999,-0.26796875,1.845
691,44.698211,1,0,1,2,3,,,4.000
692,44.785813,2,1,1,2,1,0.590625,,2.917
693,44.831010,2,1,1,3,2,0.7082031249999999,-0.31308593749999997,1.447
694,45.034766,1,0,1,2,1,,,4.000
695,45.084280,2,1,1,2,1,0.45390624999999996,,3.000
696,45.119442,1,0,1,2,1,,,4.000
697,45.165557,1,0,1,2,1,,,4.000
698,45.255207,2,1,1,4,1,0.5851562499999999,,3.486
699,45.291865,2,1,1,3,1,0.47031249999999997,,3.000
700,45.380930,2,1,0,3,0,0.5140625,,6.000
701,45.424640,2,1,0,5,0,0.5523437499999999,,7.000
702,45.471589,2,1,0,5,0,0.56875,,7.500
703,45.611363,2,1,0,3,0,0.48124999999999996,,6.500
704,45.659717,2,1,0,4,0,0.47578125,,6.500
705,45.749383,1,0,0,8,0,,,9.000
706,45.797711,1,0,0,7,0,,,9.000
707,45.844648,1,0,0,8,0,,,9.000
708,45.934624,1,0,0,3,0,,,7.500
709,46.013380,1,0,0,2,0,,,7.000
710,46.071508,1,0,0,1,0,,,7.000
711,46.105280,1,0,0,4,0,,,8.000
712,46.143223,1,0,0,3,0,,,7.500
713,46.230657,1,0,0,3,0,,,7.500
714,46.277306,1,0,0,1,0,,,7.000
715,46.332404,1,0,0,2,0,,,7.000
716,46.427707,1,0,0,1,0,,,7.000
717,46.475643,0,0,0,0,0,,,9.000
718,46.568354,0,0,0,0,0,,,9.000
719,46.615498,0,0,0,0,0,,,9.000
720,46.727208,0,0,0,0,0,,,9.000
721,46.826496,0,0,0,0,0,,,9.000
722,46.872115,1,0,0,1,0,,,7.000
723,46.917799,1,0,0,1,0,,,7.000
724,46.963237,0,0,0,0,0,,,9.000
725,47.057294,0,0,0,0,0,,,9.000
726,47.104739,0,0,0,0,0,,,9.000
727,47.241331,0,0,0,0,0,,,9.000
728,47.306682,0,0,0,0,0,,,9.000
729,47.349457,0,0,0,0,0,,,9.000
730,47.395047,0,0,0,0,0,,,9.000
731,47.461828,0,0,0,0,0,,,9.000
732,47.505953,1,0,0,1,0,,,7.000
733,47.534655,1,0,0,1,0,,,7.000
734,47.617098,0,0,0,0,0,,,9.000
735,47.647268,1,0,0,1,0,,,7.000
736,47.685321,1,0,0,1,0,,,7.000
737,47.749333,1,0,0,1,0,,,7.000
738,47.789331,0,0,0,0,0,,,9.000
739,47.862328,0,0,0,1,0,,,9.000
740,47.928836,0,0,0,0,0,,,9.000
741,47.957644,0,0,0,0,0,,,9.000
742,47.996069,0,0,0,0,0,,,9.000
743,48.094896,0,0,0,0,0,,,9.000
744,48.121834,0,0,0,0,0,,,9.000
745,48.189529,0,0,0,0,0,,,9.000
746,48.273851,0,0,0,0,0,,,9.000
747,48.300000,0,0,0,0,0,,,9.000
748,48.319760,0,0,0,0,0,,,9.000
749,48.380249,0,0,0,0,0,,,9.000
750,48.455228,0,0,0,0,0,,,9.000
751,48.522633,0,0,0,0,0,,,9.000
752,48.549993,0,0,0,0,0,,,9.000
753,48.616662,0,0,0,0,0,,,9.000
754,48.648585,0,0,0,0,0,,,9.000
755,48.689860,0,0,1,1,1,,,6.000
756,48.747131,1,0,0,1,0,,,7.000
757,48.854463,1,0,0,1,0,,,7.000
758,48.888292,1,0,0,1,0,,,7.000
759,48.917120,1,0,0,1,0,,,7.000
760,48.954089,1,0,0,1,0,,,7.000
761,49.026218,1,0,0,1,0,,,7.000
762,49.054562,1,0,0,7,0,,,9.000
763,49.125052,1,0,0,2,0,,,7.000
764,49.201279,0,0,0,0,0,,,9.000
765,49.247737,0,0,0,0,0,,,9.000
766,49.321147,0,0,0,0,0,,,9.000
767,49.366892,0,0,1,0,1,,,6.000
768,49.396167,1,0,1,3,1,,,4.000
769,49.463264,2,1,1,9,1,0.5031249999999999,0.27412109375,4.500
770,49.539901,1,0,1,1,1,,,4.000
771,49.615144,1,0,1,5,1,,,4.500
772,49.660935,1,0,1,1,1,,,4.000
773,49.748398,1,0,1,2,1,,,4.000
774,49.792865,1,0,1,1,1,,,4.000
775,49.912047,1,0,0,1,0,,,7.000
776,49.954323,1,0,0,1,0,,,7.000
777,50.002547,1,0,0,1,0,,,7.000
778,50.030598,1,0,0,1,0,,,7.000
779,50.118003,2,1,1,2,1,0.45664062499999997,0.2501953125,3.000
780,50.162812,2,1,1,2,1,0.46484374999999994,0.254296875,3.000
781,50.232007,2,1,1,2,1,0.46484374999999994,0.2529296875,3.000
782,50.319135,2,1,1,2,1,0.462109375,0.2529296875,3.000
783,50.359712,2,1,1,3,1,0.462109375,0.2529296875,3.500
784,50.493265,2,1,1,3,1,0.459375,0.24951171875,3.500
785,50.569067,2,1,1,2,1,0.45390624999999996,0.24882812499999998,3.000
786,50.615398,2,1,1,2,1,0.45390624999999996,0.24677734375,3.000
787,50.642563,2,1,1,2,1,0.45390624999999996,0.24882812499999998,3.000
788,50.697273,2,1,1,2,1,0.45390624999999996,0.24609374999999997,3.000
789,50.806327,1,0,1,1,1,,,4.000
790,50.850169,2,1,1,2,1,0.45390624999999996,0.24746093749999998,3.000
791,50.987101,1,0,1,1,1,,,4.000
792,51.032110,2,1,1,3,1,0.505859375,0.27207031249999997,3.500
793,51.148439,1,0,1,2,1,,,4.000
794,51.236189,1,0,1,2,1,,,4.000
795,51.271434,2,1,1,2,1,0.49218749999999994,0.26796875,3.000
796,51.347263,2,1,1,2,1,0.48671875,0.2638671875,3.000
797,51.375944,2,1,1,3,1,0.48398437499999997,0.2638671875,3.500
798,51.406109,1,0,1,2,1,,,4.000
799,51.448340,2,1,1,2,1,0.48124999999999996,0.259765625,3.000
800,51.491329,1,0,1,1,1,,,4.000
801,51.566910,2,1,1,2,1,0.473046875,0.25634765625,3.000
802,51.598908,1,0,1,2,1,,,4.000
803,51.645805,1,0,1,1,1,,,4.000
804,51.689502,1,0,1,1,1,,,4.000
805,51.777599,1,0,1,1,1,,,4.000
806,51.806935,1,0,1,1,1,,,4.000
807,51.851621,1,0,1,1,1,,,4.000
808,51.883824,1,0,0,1,0,,,7.000
809,51.927154,1,0,0,1,0,,,7.000
810,52.012107,1,0,0,1,0,,,7.000
811,52.060563,1,0,0,1,0,,,7.000
812,52.138693,1,0,0,1,0,,,7.000
813,52.221013,1,0,0,1,1,,,7.000
814,52.303155,1,0,1,1,1,,,4.000
815,52.347798,1,0,1,1,1,,,4.000
816,52.433844,1,0,1,2,1,,,4.000
817,52.520819,1,0,1,2,1,,,4.000
818,52.598957,1,0,1,3,1,,,4.500
819,52.732257,1,0,1,3,1,,,4.500
820,52.786379,1,0,1,3,1,,,4.500
821,52.828963,1,0,1,2,1,,,4.000
822,52.872372,1,0,1,3,1,,,4.500
823,52.948621,1,0,1,2,1,,,4.000
824,52.992157,1,0,1,3,1,,,4.500
825,53.066434,1,0,1,1,1,,,4.000
826,53.111263,1,0,1,3,1,,,4.500
827,53.150404,1,0,1,2,1,,,4.000
828,53.241981,1,0,1,1,1,,,4.000
829,53.330774,1,0,1,2,1,,,4.000
830,53.377813,1,0,1,2,1,,,4.000
831,53.420484,1,0,1,3,1,,,4.000
832,53.462884,1,0,1,3,1,,,4.000
833,53.593068,1,0,1,1,1,,,4.000
834,53.657063,1,0,1,1,1,,,4.000
835,53.697560,1,0,1,1,1,,,4.000
836,53.735272,1,0,1,1,1,,,4.000
837,53.777036,1,0,1,1,1,,,4.000
838,53.886979,1,0,1,1,1,,,4.000
839,53.930708,1,0,1,1,1,,,4.000
840,54.010474,1,0,1,1,1,,,4.000
841,54.051091,1,0,1,1,1,,,4.000
842,54.142789,1,0,0,1,0,,,7.000
843,54.189824,1,0,0,1,0,,,7.000
844,54.266230,0,0,0,0,0,,,9.000
845,54.296310,0,0,0,0,0,,,9.000
846,54.341124,0,0,0,0,0,,,9.000
847,54.387254,0,0,0,0,0,,,9.000
848,54.521592,1,0,1,1,1,,,4.000
849,54.560310,0,0,1,0,1,,,6.000
850,54.670175,1,0,1,2,1,,,4.000
851,54.726286,1,0,1,2,1,,,4.000
852,54.824208,1,0,1,1,1,,,4.000
853,54.956983,1,0,1,1,1,,,4.000
854,55.083053,1,0,1,2,1,,,4.000
855,55.188188,2,1,1,4,1,0.54140625,-0.24882812499999998,3.000
856,55.296935,2,1,1,3,1,0.546875,-0.2501953125,3.000
857,55.414587,1,0,1,1,1,,,4.000
858,55.468714,1,0,1,2,1,,,4.000
859,55.545999,0,0,1,0,1,,,6.000
860,55.591284,1,0,1,1,1,,,4.000
861,55.669335,1,0,1,1,1,,,4.000
862,55.711457,1,0,1,2,1,,,4.000
863,55.752577,0,0,1,1,1,,,6.000
864,55.787422,1,0,1,1,1,,,4.000
865,55.837394,1,0,1,2,1,,,4.000
866,55.916267,1,0,1,1,1,,,4.000
867,55.964756,1,0,0,1,0,,,7.000
868,56.000128,1,0,0,1,0,,,7.000
869,56.097024,0,0,1,0,1,,,6.000
870,56.144262,1,0,1,1,1,,,4.000
871,56.247386,0,0,1,0,1,,,4.000
872,56.326781,2,1,1,2,1,0.587890625,-0.31308593749999997,2.951
873,56.420799,1,0,1,3,1,,,4.000
874,56.499800,1,0,1,2,1,,,4.000
875,56.534499,2,1,1,2,1,0.576953125,-0.3076171875,3.000
876,56.649957,1,0,1,1,1,,,4.000
877,56.690668,1,0,1,1,1,,,4.000
878,56.768636,1,0,0,2,0,,,7.000
879,56.798961,1,0,0,2,0,,,7.000
880,56.865811,1,0,0,2,0,,,7.000
881,56.912046,1,0,0,2,0,,,7.000
882,57.024773,1,0,0,2,0,,,7.000
883,57.059607,1,0,0,2,0,,,7.000
884,57.139446,1,0,0,2,0,,,7.000
885,57.224394,1,0,0,2,0,,,7.000
886,57.256227,1,0,0,2,0,,,7.000
887,57.297179,1,0,0,2,0,,,7.000
888,57.379354,1,0,0,2,0,,,7.000
889,57.429764,1,0,0,2,0,,,7.000
890,57.523898,1,0,0,2,0,,,7.000
891,57.599931,1,0,0,2,0,,,7.000
892,57.646829,1,0,0,2,0,,,7.000
893,57.677520,1,0,0,2,0,,,7.000
894,57.776516,1,0,0,2,0,,,7.000
895,57.825160,1,0,0,2,0,,,7.000
896,57.939189,1,0,0,2,0,,,7.000
897,57.974078,1,0,0,2,0,,,7.000
898,58.062559,1,0,0,2,0,,,7.000
899,58.102420,1,0,0,5,0,,,7.500
900,58.140690,1,0,0,2,0,,,7.000
901,58.219490,1,0,0,1,0,,,7.000
902,58.249734,1,0,0,1,0,,,7.000
903,58.285539,1,0,0,1,0,,,7.000
904,58.362246,0,0,1,0,1,,,6.000
905,58.431458,1,0,0,1,0,,,7.000
906,58.487075,1,0,1,1,1,,,4.000
907,58.528527,1,0,1,1,1,,,4.000
908,58.568645,1,0,1,1,1,,,4.000
909,58.640302,1,0,1,5,1,,,5.500
910,58.681059,1,0,1,2,1,,,4.000
911,58.713135,1,0,1,4,1,,,4.500
912,58.786340,1,0,1,1,1,,,4.000
913,58.857511,1,0,1,1,1,,,4.000
914,58.900067,1,0,1,2,1,,,4.000
915,58.939746,1,0,1,1,1,,,4.000
916,58.981025,1,0,1,1,1,,,4.000
917,59.057021,1,0,0,1,0,,,7.000
918,59.102236,1,0,0,1,0,,,7.000
919,59.184877,1,0,0,1,0,,,7.000
920,59.254340,1,0,0,1,0,,,7.000
921,59.329698,1,0,0,1,0,,,7.000
922,59.361680,1,0,0,1,0,,,7.000
923,59.436041,1,0,0,1,0,,,7.000
924,59.475806,1,0,1,1,1,,,4.000
925,59.522914,1,0,1,1,1,,,4.000
926,59.554218,1,0,1,1,1,,,4.000
927,59.593357,1,0,1,1,1,,,4.000
928,59.632151,1,0,1,1,1,,,4.000
929,59.739149,1,0,1,1,1,,,4.000
930,59.859300,1,0,1,1,1,,,4.000
931,59.888242,1,0,1,1,1,,,4.000
932,59.931776,1,0,1,1,1,,,4.000
933,59.976891,1,0,1,1,1,,,4.000
934,60.004747,1,0,1,1,1,,,4.000
935,60.042528,1,0,1,1,1,,,4.000
936,60.119722,1,0,1,1,1,,,4.000
937,60.160453,1,0,1,1,1,,,4.000
938,60.222265,1,0,1,1,1,,,4.000
939,60.263281,1,0,1,1,1,,,4.000
940,60.295622,1,0,1,1,1,,,4.000
941,60.383407,1,0,1,1,1,,,4.000
942,60.456133,1,0,1,1,1,,,4.000
943,60.528231,1,0,1,1,1,,,4.000
944,60.571942,1,0,1,1,1,,,4.000
945,60.687019,1,0,1,1,1,,,4.000
946,60.752948,1,0,1,2,1,,,4.000
947,60.828979,1,0,1,3,1,,,4.500
948,60.935563,1,0,1,3,1,,,4.500
949,60.971016,1,0,1,5,1,,,5.000
950,61.002105,1,0,1,3,1,,,4.500
951,61.041714,1,0,1,4,1,,,4.500
952,61.074914,1,0,1,4,1,,,5.000
953,61.160057,1,0,1,6,1,,,6.000
954,61.190678,1,0,1,5,1,,,5.000
955,61.264559,1,0,1,7,1,,,6.000
956,61.349698,1,0,1,3,1,,,4.500
957,61.385721,1,0,0,4,0,,,8.000
958,61.464696,1,0,0,5,0,,,8.500
959,61.549280,2,1,0,3,0,0.46210937499999993,,6.500
960,61.623536,1,0,0,4,0,,,8.000
961,61.736923,1,0,1,2,1,,,4.000
962,61.764254,1,0,1,3,1,,,4.000
963,61.850157,1,0,1,4,1,,,4.000
964,61.876385,1,0,1,3,1,,,4.500
965,61.948242,1,0,1,3,1,,,4.500
966,61.964146,1,0,1,3,1,,,4.500
967,62.017324,1,0,1,2,1,,,4.000
968,62.103277,1,0,1,3,1,,,4.500
969,62.195052,1,0,1,1,1,,,4.000
970,62.287043,1,0,1,2,1,,,4.000
971,62.318863,1,0,1,3,1,,,4.500
972,62.358813,1,0,1,2,1,,,4.000
973,62.405089,1,0,1,1,1,,,4.000
974,62.476142,2,1,1,2,1,0.4935546875,0.22490234374999998,3.000
975,62.506472,1,0,1,1,1,,,4.000
976,62.578028,2,1,1,2,1,0.500390625,0.22695312499999998,3.000
977,62.619967,2,1,1,3,1,0.5017578125,0.22900390625,3.500
978,62.651165,2,1,1,3,1,0.500390625,0.22558593749999997,3.500
979,62.697269,2,1,1,3,1,0.49765624999999997,0.22558593749999997,3.500
980,62.780565,2,1,1,3,1,0.511328125,0.2310546875,3.500
981,62.814554,1,0,1,2,1,,,4.000
982,62.928141,1,0,1,2,1,,,4.000
983,62.962076,1,0,1,2,1,,,4.000
984,63.000641,1,0,1,2,1,,,4.000
985,63.043649,1,0,1,2,1,,,4.000
986,63.081591,1,0,1,3,2,,,4.000
987,63.118417,1,0,1,4,2,,,4.000
988,63.189128,2,1,1,2,2,0.6753906249999999,0.35888671875,1.858
989,63.301288,2,1,1,2,1,0.65625,0.34726562499999997,2.097
990,63.376389,2,1,1,2,1,0.65625,0.3486328125,2.097
991,63.445118,2,1,1,2,1,0.6453125,0.341796875,2.234
992,63.486498,2,1,1,2,1,0.6453125,0.34111328124999996,2.234
993,63.522559,2,1,1,2,1,0.6535156249999999,0.3431640625,2.131
994,63.558613,2,1,1,2,1,0.65625,0.34453124999999996,2.097
995,63.631741,2,1,1,2,1,0.6398437499999999,0.336328125,2.302
996,63.667065,2,1,1,2,1,0.6480468749999999,0.34042968749999997,2.199
997,63.749132,2,1,1,2,1,0.6480468749999999,0.34042968749999997,2.199
998,63.792141,1,0,1,2,1,,,4.000
999,63.910178,1,0,0,1,0,,,7.000
1000,63.982566,1,0,0,1,0,,,7.000
1001,64.025300,1,0,0,1,0,,,7.000
1002,64.109751,1,0,0,1,0,,,7.000
1003,64.140256,1,0,0,1,0,,,7.000
1004,64.241664,1,0,0,1,0,,,7.000
1005,64.353671,1,0,0,1,0,,,7.000
1006,64.381837,1,0,0,1,0,,,7.000
1007,64.427330,1,0,0,1,0,,,7.000
1008,64.485572,1,0,0,1,0,,,7.000
1009,64.527730,1,0,0,1,0,,,7.000
1010,64.598370,1,0,0,1,0,,,7.000
1011,64.635861,1,0,0,1,0,,,7.000
1012,64.715191,1,0,0,1,0,,,7.000
1013,64.795985,1,0,0,1,0,,,7.000
1014,64.872221,1,0,0,1,0,,,7.000
1015,64.946458,1,0,0,1,0,,,7.000
1016,64.990992,1,0,0,1,0,,,7.000
1017,65.169578,1,0,0,1,0,,,7.000
1018,65.209224,1,0,0,1,0,,,7.000
1019,65.246313,1,0,0,1,0,,,7.000
1020,65.381580,1,0,0,1,0,,,7.000
1021,65.443885,1,0,0,1,0,,,7.000
1022,65.475298,1,0,0,1,0,,,7.000
1023,65.515659,1,0,0,1,0,,,7.000
1024,65.548747,1,0,0,1,0,,,7.000
1025,65.690031,1,0,0,1,0,,,7.000
1026,65.728285,1,0,0,1,0,,,7.000
1027,65.760882,1,0,0,1,0,,,7.000
1028,65.797083,1,0,0,1,0,,,7.000
1029,65.978818,1,0,0,1,0,,,7.000
1030,66.042937,1,0,0,2,0,,,7.000
1031,66.080150,0,0,0,0,0,,,9.000
1032,66.111470,0,0,0,0,0,,,9.000
1033,66.179030,0,0,0,0,0,,,9.000
1034,66.289975,1,0,0,1,0,,,7.000
1035,66.390413,1,0,0,9,0,,,9.000
1036,66.466023,1,0,1,4,1,,,5.000
1037,66.500551,1,0,1,1,1,,,4.000
1038,66.611553,1,0,1,11,1,,,5.500
1039,66.681380,1,0,1,5,1,,,4.000
1040,66.721800,1,0,1,3,1,,,4.000
1041,66.753494,1,0,1,3,1,,,4.000
1042,66.796767,1,0,1,2,1,,,4.000
1043,66.838800,1,0,1,2,1,,,4.000
1044,66.949044,1,0,0,1,0,,,7.000
1045,67.024609,1,0,0,1,0,,,7.000
1046,67.052705,2,1,0,2,0,0.45117187499999994,,6.000
1047,67.137778,1,0,0,1,0,,,7.000
1048,67.169491,1,0,0,1,0,,,7.000
1049,67.253762,2,1,1,2,1,0.48671875,,3.000
1050,67.292013,2,1,1,5,1,0.505859375,,4.000
1051,67.333382,2,1,1,4,1,0.5044921874999999,,4.000
1052,67.361294,2,1,1,5,1,0.500390625,,4.500
1053,67.391662,2,1,1,5,1,0.505859375,,4.000
1054,67.465138,2,1,1,7,2,0.500390625,,5.000
1055,67.606327,2,1,1,5,2,0.48398437499999997,,4.500
1056,67.646681,1,0,1,4,1,,,4.500
1057,67.678873,1,0,1,2,2,,,4.000
1058,67.720199,1,0,1,2,2,,,4.000
1059,67.758647,1,0,1,4,2,,,4.500
1060,67.818776,1,0,1,3,2,,,4.000
1061,67.898901,1,0,1,3,4,,,4.500
1062,67.939310,1,0,1,4,4,,,5.000
1063,68.012269,1,0,1,2,5,,,4.000
1064,68.081950,1,0,1,2,4,,,4.000
1065,68.155227,1,0,1,2,6,,,4.000
1066,68.194231,1,0,1,2,7,,,4.000
1067,68.239820,1,0,1,2,4,,,4.000
1068,68.294168,1,0,1,4,1,,,4.500
1069,68.325369,1,0,1,2,5,,,4.000
1070,68.439280,1,0,1,6,5,,,4.500
1071,68.508748,1,0,1,5,11,,,4.500
1072,68.549711,1,0,1,3,5,,,4.500
1073,68.663843,1,0,1,4,4,,,4.500
1074,68.732481,1,0,1,1,10,,,4.000
1075,68.770274,1,0,1,1,6,,,4.000
1076,68.833104,1,0,1,1,6,,,4.000
1077,68.873096,1,0,1,1,7,,,4.000
1078,68.906427,1,0,1,1,6,,,4.000
1079,68.990427,1,0,1,1,6,,,4.000
1080,69.103844,1,0,1,2,6,,,4.000
1081,69.133953,1,0,1,1,12,,,4.000
1082,69.207130,1,0,1,1,9,,,4.000
1083,69.234938,1,0,1,1,7,,,4.000
1084,69.278346,1,0,1,1,3,,,4.000
1085,69.375313,1,0,1,1,8,,,4.000
1086,69.418353,1,0,1,1,5,,,4.000
1087,69.484307,1,0,1,1,2,,,4.000
1088,69.517878,1,0,1,1,3,,,4.000
1089,69.637330,1,0,1,1,3,,,4.000
1090,69.677597,1,0,1,2,3,,,4.000
1091,69.765842,2,1,1,3,5,0.5140625,0.22832031249999998,3.500
1092,69.891213,1,0,1,2,7,,,4.000
1093,69.928881,1,0,1,1,1,,,4.000
1094,70.025097,1,0,1,1,5,,,4.000
1095,70.071250,1,0,1,1,3,,,4.000
1096,70.147127,1,0,1,1,7,,,4.000
1097,70.183296,1,0,1,1,6,,,4.000
1098,70.225638,1,0,1,1,4,,,4.000
1099,70.290251,1,0,1,1,16,,,4.000
1100,70.376641,1,0,1,1,14,,,4.000
1101,70.460259,1,0,1,1,14,,,4.000
1102,70.532539,1,0,1,1,12,,,4.000
1103,70.605153,1,0,1,1,9,,,4.000
1104,70.634854,1,0,1,1,4,,,4.000
1105,70.677890,1,0,1,1,5,,,4.000
1106,70.724788,1,0,1,1,4,,,4.000
1107,70.839865,1,0,1,1,1,,,4.000
1108,70.954479,1,0,1,1,1,,,4.000
1109,70.983457,1,0,1,1,1,,,4.000
1110,71.028545,1,0,1,1,1,,,4.000
1111,71.067538,1,0,1,1,1,,,4.000
1112,71.096638,1,0,1,1,1,,,4.000
1113,71.172672,1,0,0,1,0,,,7.000
1114,71.207984,1,0,0,1,0,,,7.000
